PM2.5,PM10,NOx,CO,Datetime
0.25089575930436697,0.41787442312634787,0.19694522944422013,0.22159090909090912,2017-01-01 12:00:00
0.23625577794680033,0.2882077527349119,0.4294173058807697,0.17045454545454547,2017-01-02 12:00:00
0.3433171825211579,0.4122425718787364,0.37935674875521463,0.3011363636363637,2017-01-03 12:00:00
0.21047592197402407,0.22771004905521225,0.27479477863006324,0.13352272727272727,2017-01-04 12:00:00
0.24267457835138875,0.31946229229754947,0.3311801910913739,0.22159090909090912,2017-01-05 12:00:00
0.2069060456620519,0.26467466002167817,0.14022338850760327,0.15909090909090912,2017-01-06 12:00:00
0.15704405991046666,0.13129811936395838,0.15394967030009418,0.22159090909090912,2017-01-07 12:00:00
0.15002058990254746,0.2454660245164318,0.08208854797470057,0.14488636363636365,2017-01-08 12:00:00
0.2523725485278864,0.3729090076097038,0.35560489839860043,0.32954545454545453,2017-01-09 12:00:00
0.1518113421893348,0.28326870858522085,0.2110079397120172,0.09943181818181819,2017-01-10 12:00:00
0.1905334533257105,0.33895028550357015,0.2563584981832862,0.20454545454545456,2017-01-11 12:00:00
0.2847340005676863,0.47678537506564905,0.3977257435069304,0.19602272727272727,2017-01-12 12:00:00
0.2912341988034923,0.5735101853817702,0.3018436280446777,0.17897727272727273,2017-01-13 12:00:00
0.35378261796342164,0.32517236370137775,0.2439779302920199,0.0,2017-01-14 12:00:00
0.2701637887797347,0.38844129577275927,0.1355806755483784,0.2272727272727273,2017-01-15 12:00:00
0.23817444111121536,0.4126448469678515,0.3616606109541111,0.3551136363636364,2017-01-16 12:00:00
0.28572240280390004,0.26685365008771833,0.3440990445431301,0.16761363636363638,2017-01-17 12:00:00
0.5772894342253666,0.3450626319965136,0.19896380029605704,0.15909090909090912,2017-01-18 12:00:00
0.42761045087779076,0.30424288475936123,0.15320952765442067,0.16477272727272727,2017-01-19 12:00:00
0.529834498625502,0.296711401146484,0.30016148566814693,0.16193181818181818,2017-01-20 12:00:00
0.6677689377545376,0.2751673352627638,0.1367245323644193,0.0,2017-01-21 12:00:00
0.23275567120444327,0.4195952665631181,0.18268066209123937,0.0,2017-01-22 12:00:00
0.5283111963555726,0.4131812137533383,0.17736509218140223,0.19034090909090912,2017-01-23 12:00:00
0.48422845662043734,0.587578639192768,0.31415691024088277,0.24715909090909094,2017-01-24 12:00:00
0.2422675891953007,0.3049356918572817,0.22325393621316106,0.04829545454545455,2017-01-25 12:00:00
0.20591764342583813,0.2941860075314836,0.22998250571928405,0.09943181818181819,2017-01-26 12:00:00
0.13470616937203492,0.07086746153244461,0.1997712286367918,0.05681818181818182,2017-01-27 12:00:00
0.19348703177274934,0.19263389614598114,0.24754407213026508,0.15909090909090912,2017-01-28 12:00:00
0.14795075933729976,0.15240638723447048,0.1715112367110752,0.10795454545454547,2017-01-29 12:00:00
0.258209935852349,0.2503827200500609,0.2687390660745525,0.13920454545454547,2017-01-30 12:00:00
0.22391819238653166,0.23087237822797824,0.4775938635446104,0.15909090909090912,2017-01-31 12:00:00
0.2067432499996167,0.26408242169603646,0.25279235634504105,0.18181818181818185,2017-02-01 12:00:00
0.23258124728040552,0.41413102993597123,0.4212757367783609,0.18181818181818185,2017-02-02 12:00:00
0.2204878552137897,0.4099071415002626,0.3052751984928004,0.18181818181818185,2017-02-03 12:00:00
0.2165923875769471,0.25696438748030526,0.13531153276813349,0.15909090909090912,2017-02-04 12:00:00
0.1841262811827246,0.2774468941010828,0.12003767998923429,0.16761363636363638,2017-02-05 12:00:00
0.2821990395383379,0.5879250427417282,0.24000807428340734,0.21875000000000003,2017-02-06 12:00:00
0.09704223004148813,0.19429886804259644,0.1345041044273987,0.15340909090909094,2017-02-07 12:00:00
0.18082385488761027,0.42570761305606153,0.25077378549320417,0.18181818181818185,2017-02-08 12:00:00
0.23198820593867722,0.4112704070800416,0.2116807966626295,0.16193181818181818,2017-02-09 12:00:00
0.2949784990395022,0.32408845582237317,0.2307226483649576,0.14772727272727273,2017-02-10 12:00:00
0.1900915793848149,0.3093495435295169,0.2549454985870004,0.15909090909090912,2017-02-11 12:00:00
0.22072042044583998,0.31638935758903125,0.3605167541380702,0.17897727272727273,2017-02-12 12:00:00
0.18560307040624402,0.35571174755003293,0.28730991791145205,0.17897727272727273,2017-02-13 12:00:00
0.18391697247387934,0.4545485020840084,0.27640963531153273,0.20454545454545456,2017-02-14 12:00:00
0.16898628457624978,0.45365455744153044,0.335284618490109,0.20170454545454547,2017-02-15 12:00:00
0.4158193936128403,0.44141869014761254,0.32404790741488354,0.16477272727272727,2017-02-16 12:00:00
0.19867323644747115,0.5674984076611056,0.39893688601803257,0.2613636363636364,2017-02-17 12:00:00
0.16648620833170902,0.4651305717893419,0.31853048041986276,0.17045454545454547,2017-02-18 12:00:00
0.14175289590315915,0.38345755439094437,0.36489032431705015,0.18750000000000003,2017-02-19 12:00:00
0.12948507991250557,0.4250930261143579,0.34961647153815095,0.18465909090909094,2017-02-20 12:00:00
0.13028742996307913,0.3741828787252349,0.297268200780514,0.16477272727272727,2017-02-21 12:00:00
0.15436955974188815,0.4892559028282173,0.36253532498990715,0.16761363636363638,2017-02-22 12:00:00
0.162265149369996,0.16537975885843267,0.10994482573004978,0.0,2017-02-23 12:00:00
0.6466287581611649,0.15252930462281122,0.08121383393890459,0.0,2017-02-24 12:00:00
0.6669549594423616,0.12319674604150138,0.0897591172116808,0.0,2017-02-25 12:00:00
0.13181073223300863,0.27356940921433437,0.2589826402906742,0.16761363636363638,2017-02-26 12:00:00
0.10815884813349268,0.2812573331396453,0.2856277755349213,0.18181818181818185,2017-02-27 12:00:00
0.14275292640097545,0.3067124068342068,0.26005921141165383,0.11363636363636365,2017-02-28 12:00:00
0.14525300264551622,0.2626632845761026,0.24882250033642844,0.14772727272727273,2017-03-01 12:00:00
0.19226606430448523,0.31032170832821176,0.2938366303323913,0.0,2017-03-02 12:00:00
0.07870446149432161,0.1617145858242728,0.26335621046965413,0.17329545454545456,2017-03-03 12:00:00
0.121775542470038,0.24266127320065706,0.22688736374646748,0.1306818181818182,2017-03-04 12:00:00
0.12079876849542671,0.2690214658457275,0.20394294173058805,0.17897727272727273,2017-03-05 12:00:00
0.11436833982923579,0.28704562469969047,0.23583636118961104,0.15625000000000003,2017-03-06 12:00:00
0.18706823136816095,0.26293146796884603,0.2652402099313686,0.16477272727272727,2017-03-07 12:00:00
0.07801839405977322,0.2371411650333553,0.17675952092585115,0.27840909090909094,2017-03-08 12:00:00
0.08827452079319165,0.16571498809936194,0.11303996770286637,0.07102272727272728,2017-03-09 12:00:00
0.2542679551690964,0.1310634588953079,0.08848068900551742,0.0625,2017-03-10 12:00:00
0.06793669125039252,0.09587556290576704,0.10644596958686584,0.053977272727272735,2017-03-11 12:00:00
0.053529275124876166,0.08267870512118536,0.08780783205490512,0.05113636363636364,2017-03-12 12:00:00
0.08194874648142336,0.14446145422444714,0.06055712555510698,0.04545454545454546,2017-03-13 12:00:00
0.10629832627709022,0.3198869160027265,0.0475709864082896,0.07102272727272728,2017-03-14 12:00:00
0.15068340081389084,0.3551865550725771,0.10187054232270219,0.07954545454545456,2017-03-15 12:00:00
0.1277524689337308,0.33545272708987495,0.14944152873099179,0.13352272727272727,2017-03-16 12:00:00
0.12034526629292862,0.2886435507481199,0.08599111828825191,0.09943181818181819,2017-03-17 12:00:00
0.12968276035974832,0.28627459744555317,0.0334409904454313,0.125,2017-03-18 12:00:00
0.07347174377318977,0.240895732531763,0.07751312071053694,0.13636363636363638,2017-03-19 12:00:00
0.13660157601324488,0.3668637069649462,0.0736105503969856,0.14772727272727273,2017-03-20 12:00:00
0.12924088641885276,0.3269937759104267,0.07758040640559816,0.1306818181818182,2017-03-21 12:00:00
0.1366132042748474,0.6138382630655597,0.0897591172116808,0.13636363636363638,2017-03-22 12:00:00
0.17996336352902415,0.36607033109474696,0.12219082223119364,0.125,2017-03-23 12:00:00
0.20327802804206715,0.342626632845761,0.39893688601803257,0.10227272727272728,2017-03-24 12:00:00
0.18102153533485305,0.2997061156987853,0.2700847799757771,0.07954545454545456,2017-03-25 12:00:00
0.15031129644261035,0.24909767462649873,0.25063921410308165,0.0625,2017-03-26 12:00:00
0.19005669460000738,0.2783743616676537,0.2516484995290001,0.09090909090909093,2017-03-27 12:00:00
0.19903371255714913,0.15742365154037835,0.23341407616740678,0.09375000000000001,2017-03-28 12:00:00
0.12019409889209592,0.3159535595758233,0.30507334140761677,0.10511363636363637,2017-03-29 12:00:00
0.11811264006524569,0.2885765048999341,0.31435876732606644,0.09375000000000001,2017-03-30 12:00:00
0.15076479864510844,0.3478226860801645,0.33070919122594533,0.15625000000000003,2017-03-31 12:00:00
0.12963624731333828,0.2364260093193729,0.32936347732472077,0.1306818181818182,2017-04-01 12:00:00
0.12233369902695873,0.24727626241744977,0.21948593728973217,0.125,2017-04-02 12:00:00
0.11437996809083831,0.19619850040786224,0.32122190822231195,0.125,2017-04-03 12:00:00
0.0851116336373075,0.3002648311003341,0.2708922083165119,0.0965909090909091,2017-04-04 12:00:00
0.08443719446436163,0.16840799633482698,0.20905665455524156,0.09375000000000001,2017-04-05 12:00:00
0.10585645233619466,0.16011665977584336,0.13618624680392946,0.08806818181818182,2017-04-06 12:00:00
0.18724265529219866,0.5727950296677878,0.26355806755483785,0.07386363636363637,2017-04-07 12:00:00
0.14175289590315915,0.33672659820540607,0.400820885479747,0.10227272727272728,2017-04-08 12:00:00
0.06687851944456363,0.276430032070264,0.2488897860314897,0.05113636363636364,2017-04-09 12:00:00
0.09655384305418248,0.3522700606764926,0.20831651190956801,0.09090909090909093,2017-04-10 12:00:00
0.06420401927598514,0.23955481556804592,0.2168617951823442,0.07954545454545456,2017-04-11 12:00:00
0.15840456651796092,0.3460236224871775,0.2924236307361055,0.22159090909090912,2017-04-12 12:00:00
0.1443925112869301,0.21696036472941413,0.33656304669627235,0.17329545454545456,2017-04-13 12:00:00
0.2876759507531226,0.440781754589847,0.20394294173058805,0.13920454545454547,2017-04-14 12:00:00
0.1887078162541156,0.2995385010783207,0.3505584712690082,0.13636363636363638,2017-04-15 12:00:00
0.256268016164729,0.4369266183191606,0.2801103485399004,0.2585227272727273,2017-04-16 12:00:00
0.17269570002745213,0.3676347342190835,0.12730453505584713,0.16761363636363638,2017-04-17 12:00:00
0.24673284165066653,0.5686046641561722,0.1447315300767057,0.1306818181818182,2017-04-18 12:00:00
0.14370644385238168,0.31631113743281447,0.24182478805006052,0.13352272727272727,2017-04-19 12:00:00
0.1421017437512346,0.324189024594652,0.29767191495088147,0.05681818181818182,2017-04-20 12:00:00
0.14275292640097545,0.40723648188085954,0.1585250975642578,0.16193181818181818,2017-04-21 12:00:00
0.1771725807444205,0.3086902593556894,0.19869465751581214,0.0,2017-04-22 12:00:00
0.13491547808088017,0.3808539406197271,0.23509621854393753,0.07954545454545456,2017-04-23 12:00:00
0.12388025782009325,0.2171950251980646,0.23126093392544742,0.34375,2017-04-24 12:00:00
0.14564836354000174,0.34595657663899165,0.2544072130265106,0.12784090909090912,2017-04-25 12:00:00
0.12781061024174337,0.16976008760657493,0.3716861795182344,0.14204545454545456,2017-04-26 12:00:00
0.15282300094875362,0.2692784749304399,0.28105234827075765,0.18181818181818185,2017-04-27 12:00:00
0.17135844994316288,0.35110793264127116,0.2842147759386354,0.19602272727272727,2017-04-28 12:00:00
0.31903737229510615,0.3280888580974623,0.3396581886690889,0.26704545454545453,2017-04-29 12:00:00
0.11661259431852124,0.22026795990658277,0.1596016686852375,0.17897727272727273,2017-04-30 12:00:00
0.11907778577825447,0.1689331888122828,0.24687121517965277,0.1306818181818182,2017-05-01 12:00:00
0.20284778236277412,0.19701422489412343,0.25467635580675546,0.15056818181818185,2017-05-02 12:00:00
0.18859153363809045,0.4361444167569923,0.35876732606647826,0.3380681818181818,2017-05-03 12:00:00
0.23198820593867722,0.6340749349096557,0.2273583636118961,0.21875000000000003,2017-05-04 12:00:00
0.19364982743518455,0.3195516867617973,0.3203471941865159,0.16761363636363638,2017-05-05 12:00:00
0.19538243841395933,0.27507794079851605,0.20387565603552685,0.18750000000000003,2017-05-06 12:00:00
0.20915030015133734,0.29428657630376237,0.34833804333198765,0.21022727272727273,2017-05-07 12:00:00
0.2964552882630216,0.4117509023253735,0.19869465751581214,0.3011363636363637,2017-05-08 12:00:00
0.16338146248383745,0.36095249801656026,0.16410981025433993,0.16193181818181818,2017-05-09 12:00:00
0.1268222080055296,0.23537562436446122,0.12965953438299016,0.17329545454545456,2017-05-10 12:00:00
0.12533379052040763,0.24686281302030372,0.09655497241286502,0.18750000000000003,2017-05-11 12:00:00
0.3200141462697174,0.7772625180185717,0.13362939039160274,0.24147727272727273,2017-05-12 12:00:00
0.30428110832151434,0.330033187694852,0.19916565738124076,0.23863636363636365,2017-05-13 12:00:00
0.16004415140391556,0.2291180118671151,0.2604629255820213,0.18465909090909094,2017-05-14 12:00:00
0.1457065048480143,0.42414320993172494,0.21894765172924235,0.14488636363636365,2017-05-15 12:00:00
0.1501368725185726,0.3985205216166989,0.15368052751984926,0.13636363636363638,2017-05-16 12:00:00
0.13432243673915192,0.3090590115207115,0.13658996097429688,0.15056818181818185,2017-05-17 12:00:00
0.10572854145856699,0.27260841872367053,0.16807966626295248,0.19034090909090912,2017-05-18 12:00:00
0.2920946901620784,0.1766434613536557,0.39866774323778764,0.21590909090909094,2017-05-19 12:00:00
0.33308431231094454,0.4045099507213016,0.12878482034719418,0.21022727272727273,2017-05-20 12:00:00
0.20638277388993873,0.6106424109687008,0.09076840263759925,0.17613636363636365,2017-05-21 12:00:00
0.13926444792022089,0.39362617469913175,0.20831651190956801,0.30965909090909094,2017-05-22 12:00:00
0.10612390235305251,0.1952151613011364,0.07569640694388373,0.053977272727272735,2017-05-23 12:00:00
0.13540386506818583,0.19927143511638043,0.08181940519445566,0.07386363636363637,2017-05-24 12:00:00
0.38900462235744027,0.22385491278452582,0.08087740546359844,0.09943181818181819,2017-05-25 12:00:00
0.13343868885736074,0.2878278262618587,0.13093796258915355,0.16761363636363638,2017-05-26 12:00:00
0.11218222664796293,0.3481132180889698,0.08895168887094604,0.14772727272727273,2017-05-27 12:00:00
0.06756458687911203,0.13471745762143678,0.08854797470057865,0.11931818181818182,2017-05-28 12:00:00
0.0929025689109927,0.1914494194946978,0.1418382451890728,0.11647727272727273,2017-05-29 12:00:00
0.0751810982287595,0.15020504855236838,0.14944152873099179,0.09375000000000001,2017-05-30 12:00:00
0.08504186406769242,0.17237487568582313,0.15455524155564526,0.18750000000000003,2017-05-31 12:00:00
0.14903218766633367,0.22692784749304398,0.22641636388103886,0.18750000000000003,2017-06-01 12:00:00
0.1322409779123017,0.3257199047948956,0.28939577445835013,0.14204545454545456,2017-06-02 12:00:00
0.14739260278037902,0.37294253053379667,0.3501547570986408,0.16193181818181818,2017-06-03 12:00:00
0.12106621851228457,0.35171134527494385,0.2808504911855739,0.17045454545454547,2017-06-04 12:00:00
0.11638002908647092,0.37700997865707164,0.27506392141030817,0.1306818181818182,2017-06-05 12:00:00
0.15055548993626316,0.4395190577823468,0.2547436415018167,0.10511363636363637,2017-06-06 12:00:00
0.09482123207540771,0.46970086377401077,0.2315973624007536,0.10795454545454547,2017-06-07 12:00:00
0.04868029003662731,0.11608502117541114,0.06237383932176019,0.0,2017-06-08 12:00:00
0.10158888032807158,0.17209390612467165,0.09070111694253802,0.0,2017-06-09 12:00:00
0.02187651485325827,0.08074280647625409,0.0,0.0,2017-06-10 12:00:00
0.06437844320002287,0.129472452229011,0.04851298613914681,0.0,2017-06-11 12:00:00
0.09170485796593364,0.1678939781654021,0.04360113039967703,0.0,2017-06-12 12:00:00
0.05623866007826221,0.4324457207987395,0.04831112905396312,0.0,2017-06-13 12:00:00
0.10682159804920342,0.3905420656825826,0.04535055847126901,0.0,2017-06-14 12:00:00
0.02187651485325827,0.08074280647625409,0.0,0.0,2017-06-15 12:00:00
0.057982899318639494,0.12375546144305014,0.1191629659534383,0.0,2017-06-16 12:00:00
0.062052790879519815,0.08911510654702706,0.06654555241555646,0.0,2017-06-17 12:00:00
0.062052790879519815,0.1966678213451632,0.06042255416498452,0.0,2017-06-18 12:00:00
0.047517463876375794,0.15811645863829882,0.06836226618220966,0.0,2017-06-19 12:00:00
0.05391300775775916,0.13822446255231755,0.17958552011842283,0.0,2017-06-20 12:00:00
0.10042605416782005,0.09749583757025845,0.08800968914008882,0.0,2017-06-21 12:00:00
0.06554126936027438,0.13576784257634844,0.07428340734759789,0.0,2017-06-22 12:00:00
0.07019257400128047,0.19555039054206566,0.08780783205490512,0.0,2017-06-23 12:00:00
0.07251822632178352,0.1991820406521326,0.07589826402906741,0.0,2017-06-24 12:00:00
0.10275170648832309,0.3416544680470662,0.059547840129188526,0.0,2017-06-25 12:00:00
0.08879779256530483,0.1541188929317367,0.05329027048849414,0.0,2017-06-26 12:00:00
0.06728550860065168,0.1324118985437368,0.049118557394697886,0.0,2017-06-27 12:00:00
0.06786692168077743,0.08660088724005766,0.05403041313416767,0.0,2017-06-28 12:00:00
0.04984311619687884,0.11466783114436424,0.044744987215717937,0.0,2017-06-29 12:00:00
0.0399590938347409,0.0656490596819792,0.06681469519580137,0.0,2017-06-30 12:00:00
0.08879779256530483,0.23913019186286888,0.026510563854124612,0.0,2017-07-01 12:00:00
0.03414496303348329,0.21622286039936975,0.03498856143183959,0.0,2017-07-02 12:00:00
0.08647214024480178,0.22041322591098544,0.03216256223926793,0.0,2017-07-03 12:00:00
0.071355400161532,0.13344602068642603,0.0287309917911452,0.0,2017-07-04 12:00:00
0.09461192336656243,0.1571666075434481,0.03498856143183959,0.0,2017-07-05 12:00:00
